text_customer,text_apple
@AppleSupport Option set is while using the app and the remaining one is never.,@231614 Can you clarify for us what you mean by remaining one?
@AppleSupport There are only 2 options. I’ve selected while using the app and the other is never.,@231614 Thank you. Join us in DM. We'd like to assist you further with this: https://t.co/GDrqU2kzhr
@AppleSupport @1143 @117128  https://t.co/FAfyiiUHRt,"@231614 Hey, can you tell us some more details on what's going on with the app? We'll do our best to guide you in the right direction."
"@AppleSupport pourquoi quand je vais dans musique sa lance des musiques tout seul et quand j’en écoute, sa met pause tout seul puis sa accélère ou sa reviens à celle d’avant?? Des explications?",@231615 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
@AppleSupport I’ve been trying download a song but it isn’t downloading,"@231617 We're happy to help. What device are you attempting to download the song on, and what specfically happens when you try? Are you getting an error at all?"
@AppleSupport It’s iPhone 5s. I’ve tried to add the names back into the contacts from the Messages &amp; it just doesn’t load the normal contact info page. &amp; I have tried to restart it.,@231620 Do contacts appear as normal in your contacts page? Let us know via DM. https://t.co/GDrqU22YpT
"@AppleSupport I update my phone with the latest update &amp; now my contacts in my messages shows up as just the numbers, not as my contact I’ve had in my phone. Please fix this issue. It’s annoying.","@231620 Let's take a look and get your contacts back to normal! Which type of iPhone is this on? What troubleshooting, if any, have you tried thus far? For example, have you had a chance to power the device off and back on again as of yet?"
"@AppleSupport When I open a doc in preview and then press export as pdf, it prints but it never did that before?",@231621 When did you first notice this occur? Which version of the macOS is currently installed?
@AppleSupport Noticed it today. I use it daily. Am on 10.10.5,@231621 Thanks for that information. Send us a DM and we'll continue looking into this with you there. https://t.co/GDrqU22YpT
"@231150 @AppleSupport Cheryl my phone cuts out at about 60% also!! It’s so annoying, even thought we have a watch it’s still not the same. Let me know if you get any help with it x","@231622 Help is here! Let's get to work on improving your battery life. Please tap here to meet us in a DM, then share which iOS version you're running (Settings&gt; General&gt; About): https://t.co/GDrqU22YpT"
@AppleSupport Series 2. OS 4.2,@231624 Thanks. Which type of iPhone and software is your Apple Watch connected to?
"@AppleSupport I believe my activity app screwed me out of an achievement because it calculated numbers wrong, is there a way to resolve this? 😅",@231624 Thanks for reaching out about your Activity app. What type of Apple Watch do you have? What version of software is it running?
"Help me Apple!!!!!  

Every time I go onto a app the app crashes is there anyway to fix this? @AppleSupport","@231625 We'd love to help. Can you DM us your complete software version from Settings &gt; General &gt; About, next to version? https://t.co/GDrqU22YpT"
@AppleSupport Since latest macOS update there seems to be an issue with icons not appearing correctly? (see screenshot) https://t.co/wTlOXPd0mQ,@231626 Thanks for including the screenshot for us. We see what you mean. Send us a DM and we'll look into this further with you. https://t.co/GDrqU22YpT
@AppleSupport @115858 Dammit It’s freaking 10:25am and I’m at 37% battery life!!!!  It’s Bullshit that happens with every new phone release !  Anybody else sick of this crap ? https://t.co/cXTR0tFyqE,@231627 We understand how important battery life is for your iPhone. Let us help. DM us and tell us which version of iOS you're running. Find that under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
@AppleSupport why did apple killed security in ios 11? An attacker with passcode have total and complete access to phone!,@231629 We'd like to know more of this issue. Please DM us more details of you're experiencing and we'll look into this with you. https://t.co/GDrqU22YpT
@AppleSupport one-time issue,@231630 We're glad to hear it cleared up. Let us know if you continue to have issues or have any questions in the future and we'll do all we can to assist.
@AppleSupport Yes.,@231630 Have you seen it re-occur since then? Or was this a one-time issue?
@AppleSupport Thanks! I'm trying to update in my phone connected to wifi and it keeps saying error.,@231631 Thank you. Does this happen on multiple Wi-Fi networks? How much space is available on the device (Settings &gt; General &gt; About)? Is the error coming up when attempting to download the update or install the update? Respond in DM. We'll continue there. https://t.co/GDrqU22YpT
"@AppleSupport I can’t add songs/albums to my Apple Music library. Seriously, @115858 software quality is miserable these days...",@165490 We'd love to assist you. Are you still facing the concern regarding not being able to add the song to your playlist or something different? DM the answer using the link below. https://t.co/GDrqU22YpT
@AppleSupport I got it sorted by talking to someone via your chat facility. I am very pleased iCloud exists and works properly! Thank you :),@231632 That's great news. We're happy to know that you were able to locate your photos. Enjoy your day.
"@AppleSupport I’m sorted now, thanks for getting back to me",@231633 Brilliant. Let us know if we can ever be of further service.
@AppleSupport I can’t use my Mac due to my wireless keyboard &amp; mouse not connecting after the security update! Can you help me fix this?,"@231633 We want to be sure everything works correctly after an update. Meet us in DM with some details. Tell us which Mac you use, and if you're getting any errors on-screen about this issue. https://t.co/GDrqU22YpT"
"@AppleSupport Running iOS 11.1.2, after restart it seems a little faster but will test it out for a bit. Thanks!","@231634 Great. If you run into any further trouble, DM us here: https://t.co/GDrqU22YpT"
"@AppleSupport first 2 apple chargers completely ripped &amp; stopped working, so i bought 3 chargers that weren’t from apple.  all 3 worked for a few months at a time, but my last one (same thing the other chargers said) said that the devices were unsupported, and kept charging and uncharging.",@231635 This error may occur if you are not using an Apple certified charger: https://t.co/fJpWZGmuz7
@AppleSupport latest update has made my iPad mini  drain so quickly I’m forever charging it was fine before these last two updates,"@150559 Hi! Check out these great tips on maximizing battery life, and DM us if you have any questions: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT"
@ATT @AppleSupport yo where can i get a wireless charger from?,@231636 We can help. Any Qi wireless charging pad will work. You'll find a couple of options here: https://t.co/ydDyk37KBP
"Updated to iOS 11.1.2. Every 5 mins phone vibrates, black screen, loading wheel and then asks for password. No Apple store in Melbourne (?) plz halp @AppleSupport",@231638 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT
Can @AppleSupport help me.. I don’t want to use PayPal anymore but I don’t have a credit card to log into and I don’t haves None option -_-,@231639 We'd like to help. There are various reasons as to why the None option isn't available. Check out the information here: https://t.co/rnB74M0zio DM us if you have further questions. https://t.co/GDrqU22YpT
@AppleSupport My iMac has been ridiculously slow since the sierra update and pretty much unusable😩 help pls,"@231640 We'll do our best to help you get your Mac back up and running smoothly. First, can you tell us when you notice this slowness? Is it while starting up or while using any particular apps? Also, can you tell us the exact macOS version currently installed?"
"@AppleSupport Yes, those EarPods and latest iOS.","@231641 Does this happen if you use a different set of headphones? Also, can you tell us the exact iOS version you're using? Here's how to find it: https://t.co/ZTw54HL4Rm"
"@AppleSupport IOS 11 1.2. Yes, even if I use the headphone adapter, it still happens. Is this a common complaint?","@231641 Which apps are experiencing unresponsiveness? Also, how do you restore functionality with those apps? Please DM us the answers. https://t.co/GDrqU22YpT"
iPhone 8 users! Does your phone freeze a lot? Especially when you have earphones in? Like you unplug them and suddenly it works again? I’m on my second iPhone 8 and they’ve both done it. @AppleSupport,"@231641 Hello Michael, we'd be happy to look into this with you. Are you using the EarPods that came with your iPhone or a different set? Also, what iOS version are you using?"
.@AppleSupport I brought my iPhone 6s with one of your faulty batteries that had been recalled into Best Buy at a scheduled appointment time,@231642 Your best bet may be to reach out to the Authorized Service Center about the options for your repair. DM us the country you're currently in if you'd like to look into all our service options: https://t.co/GDrqU22YpT
@AppleSupport One of our customers is trying to set up Apple ID on a new IPad. She has been asked for a phone number linked to billing but the IPad is asking for a number in the format 3 digits followed by six digits. How does this work with UK dial codes pls?,"@232078 Thanks for reaching out. We can help. Check out this article for help creating the Apple ID: https://t.co/B5VCef8J64
Once the Apple ID has been created, they can change the region to update the telephone number in that region: https://t.co/usOJWy6ChP"
@AppleSupport  https://t.co/85mgHLB9JO,"@232080 Thanks. Please send us a DM, and we’ll take a look into this https://t.co/GDrqU22YpT"
Anyone else having problems with it being autocorrected to I.t ????? @AppleSupport,@232080 We can work together to figure this out. What iOS version your using on your iPhone? Here's how to find it: https://t.co/ZTw54HL4Rm
@AppleSupport igot problem in setting on iPhone x when I search see the pic in pillow i cant do anything what i do remove it from background app https://t.co/jYOagI8bsq,"@232081 Hey, we want to get a better understanding of what's going on so that we can help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT"
"@AppleSupport since updating to the new OS on my macbook, it thinks my memory card is my hard drive, and can't open it. #help",@232082 We'd like to help with your MacBook. Please send us a DM letting us know any steps you've taken since this started to continue. https://t.co/GDrqU22YpT
@AppleSupport Your latest ios update just cleared out all of my saved voicemail messages. Thanks.,@232084 Let's help with this. Were your voicemails saved before updating? https://t.co/m7gIHj8vta Do you have a backup of your iPhone in iTunes or iCloud?
@AppleSupport why is the iTunes Connect App not optimised for the iPhone X,@232086 We recommend contacting our iTunes Connect team for any questions you have about the app. You can find contact information in this article: https://t.co/rSt0PtuKcC
@AppleSupport Starbucks app. Trying to link them,"@232087 Just to make sure we understand, you want to link your Twitter account with the Starbucks app. Did we get that right? Do you have the Twitter app installed on your iPhone?"
What does this mean! I’ve been through every inch of my settings and I cant fix it 😩 @AppleSupport @123765 https://t.co/b82BHBtGdJ,@232087 Thanks for reaching out! When do you see this message? Are you using a specific app?
Dear @AppleSupport I installed Security update 2017-001 on my Mac yesterday when it was running OSX 10.13. I did update today to 10.13.1 and now ‘root’ security flaw has returned and I can’t install the security update because it says I’ve already got it. Please help @115858!,@232089 We'll do everything possible to assist in sorting this out. Is the Mac backed up via Time Machine? Let us know in DM. https://t.co/GDrqU22YpT
"From 0:00,12/2,my iPhone automatically reboots repeatedly, once a minute. It seems this weird bug appears in many user's iPhone in Japan. OS:11.1.2,iPhoneSE,docomo @AppleSupport","@232090 We know how essential it is to be able to rely on your iPhone. Let's get to the bottom of this together. When the iPhone restarts, do you see a spinning gear or loading icon on the screen? Please DM us here: https://t.co/GDrqU22YpT"
@AppleSupport this iOS update SUCKS!!!!!!!! Phone freezes literally every 5 minutes. Seriously considering getting rid of my iPhone.,@232092 That's not the experience we want you to have.  We want to help you.  Send us a DM letting us know the exact version of iOS on your phone. https://t.co/GDrqU22YpT
"@AppleSupport Just updated to 11.1.2, that should probably fix it?","@232094 Yes. The update, included in iOS 11.1.2, was released to assist with this autocorrect issue. You should no longer have the issue when you are personally typing your messages. Let us know if all is well after the update."
"@AppleSupport Not sure what app I was using before, it’s happened twice now. Orientation lock is off so it’s not that. iOS 11.1.2",@170334 Got it. Do you have a guess as to how long it seems to work after you restart the iPad until it moves again? Let us know in DM and we'll dig in deeper to get this resolved. https://t.co/GDrqU22YpT
@AppleSupport why does this happen https://t.co/piYQ1QN12G,@170334 Let’s take a look at this further for you.  Does this occur after using a specific app? Do you have orientation lock turned on? Which iOS version is your iPad using in Settings &gt; General &gt; About?
@115858 @AppleSupport your new update sucks! It keeps crashing and the alarm app doesn’t work anymore. Ended up being extremely late for work because of your update.,@232095 We want your Clock and Alarms to work for you. Make a new alarm 5 minutes out and see if it works as expected. DM us the results and we'll work with you there. https://t.co/GDrqU22YpT
@AppleSupport spam? https://t.co/0L1ul5dgla,@232096 Thank you for reaching out to us and providing us with this information. This email is not from Apple. Please report this phishing message using the info here: https://t.co/6Ye6EtSytB
@AppleSupport would you pls tell me how am I supposed to recover my apple id password if you say you'll text recovery information but don't,"@232097  After you request account recovery, you get an email with a confirmation of your request, the date and time of when you can expect to regain access. You can find more information here: https://t.co/nXAGZj0EE7 Still have questions? Let us know in DM. https://t.co/GDrqU22YpT"
@AppleSupport my device is ipad 4 and ios 8,@232098 Thanks for confirming. What we'd recommend is to back-up and then update your iPad to the latest version. The iPad 4 would be able to run iOS 10.3.3. You can check for updates under Settings &gt; General &gt; Software Update.
@AppleSupport what if my critical ops still doesn't work i have updated it,"@232098 Are there any app updates showing after connecting to a Wi-Fi network here: App Store &gt; Updates

Do other game apps have issues?"
@AppleSupport My critical ops game keeps on crashing what should i do,"@232098 Thanks for reaching out. What device are you playing on, and what version of software is that device running?"
@AppleSupport I’m using the 6 Plus right now lol,@232099 What version of iOS are you running? Find that in Settings &gt; General &gt; About.
@AppleSupport Thanks lol I was using an iPhone 6 Plus and I’m upgrading soon to the 8,@232099 We'd like to help out in any way we can. Are you still currently using the iPhone 6? Plus?
@AppleSupport why does iphone batteries die so quickly? 🤔,"@232099 We're happy to help with your battery. Which software version are you using? Also, please try the steps here for maximizing your battery life: https://t.co/bivpdfBNJ6"
First it was the ‘I’ shit NOW everytime I wanna day ‘it’ it’s doing the I.T shit ... WTF apple @AppleSupport,@232101 We'd like to help. Please share with us in DM which iOS version you see in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT
"@AppleSupport Correct - “show Apple Music” and “iCloud music library”
are both enabled.","@232102 Do you have all your Apple Music available in iTunes on your computer? If so, try updating the iCloud Music Library. More info about this step is under section ""If you don't see your content on all of your devices"" here: https://t.co/9VQ9VywZJ2"
@AppleSupport So in summary I’m looking for a way to auto download all the tracks which I had faved and added to my Apple Music library before resetting and restoring the iOS device,@232102 Tap Settings &gt; Music. Is iCloud Music Library enabled?
@AppleSupport I am an apple music subscriber. I backed up my phone via iTunes and restored the phone. I had a lot of music downloaded via Apple Music and now there's nothing after the reinstall. I can't even find a way to re-download all those tracks. Please advise?,"@232102 When viewing music you want to download, you should see a ""+"" next to the song or album to download. Learn more here: https://t.co/p0ADuTStXR

If you don't have this option let us know in a DM and we'll help with this. https://t.co/GDrqU22YpT"
"Twice today my iPhone 7 auto joined a network I specify have configured not to auto join. Ideas, @AppleSupport ?","@232103 We'd like to look into this. Is this happening with one specific network or multiple networks? Also, let us know in DM what version of iOS you're running. Find that under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT"
"@AppleSupport I have my coworkers phone number in my contact list. However, when I added my companys email account and sync contacts, in the message app when I try to search for them, only their email comes up and not their phone number. If I unsync company account then it works.","@232105 Excellent information that you’ve provided us with. We’re happy to look into this further with you. To begin, send us a DM telling us the iPhone you’re using, iOS version number it’s running, and the type of account your work email is. https://t.co/GDrqU22YpT"
"@115948 @AppleSupport My old playlists are appearing now, but don’t contain songs :/","@232109 We are glad to help. Since your are resubscribing to your Apple Music again, you may need to redownload those songs back to the playlist you created."
@AppleSupport Can u please tell some tips to save battery life on the long run. #BatteryTips,@232648 This article has some great tips on maximizing battery life: https://t.co/bivpdfBNJ6
@AppleSupport Yes its 11.1.2 - my battery has been lasting two full days before charging and now less than a day.,"@232649 Okay. Send us a DM, and we’ll take a look into this https://t.co/GDrqU22YpT"
@AppleSupport why has the ios 11.03 update reduced my battery life by 50% ???  Only had this phone 3 weeks! #iphoneX #Shocking #NeedItSorting,"@232649 That's not what we like to hear after an update. Let's work together on this. For starters, we want to make sure you're updated to the latest iOS, 11.1.2. If not, be sure to create a backup first. Also, check out the tips here: https://t.co/bivpdfBNJ6"
@AppleSupport help im trying to move data from an android device using move to ios and on that device i get a popup saying i must agree to the hotspot terms and conditions it loads the google page but nothing else then it wont allow the transfer,@232651 We're happy to offer assistance with your transfer. Please meet us in DM and we'll get started. https://t.co/GDrqU22YpT
@AppleSupport Thank you!,@123045 You’re very welcome. Feel free to reach out to us anytime with any other questions or concerns you have.
"Ever since I got this new phone, every unknown/unsaved number pops up as some weird name.

@AppleSupport How do I fix this? Make it pop up as numbers please. Like who would pick up the phone from such a name? LOL. https://t.co/9VLuSQxTzS",@123045 Hi there! We understand things may look differently and want to help. This feature is provided by your carrier to help prevent scam calls. Please reach out to them for further information and let us know if you have further questions.
@AppleSupport Do you guys still do appointments? I tried booking for an appointment on your website and I couldn't find it. All I got was your phone number. #notaccessible,@232652 Thanks for reaching out to us. We are always happy to help. Send us a DM and clarify what type of visit you're trying to make. We'll look into it with you there. https://t.co/GDrqU22YpT
Is this security update 2017-001 for my Mac genuine @AppleSupport,"@232653 Hey, can you tell us where you're seeing this? Let us know in DM and we'll help you out. https://t.co/GDrqU22YpT"
"@AppleSupport  My iPhone  SE (iOS 11.1.2)forcely repeat restarting at 1 minutes. 
Many Japanese have same Problem.
I try to change Timezone to London, temporarily resolved.

(sorry for poor English. i'm Japanese)

https://t.co/dyURwacG4S",@232655 Thanks for reaching out. How long has this been going on for? DM us with more details. https://t.co/GDrqU22YpT
"@AppleSupport Yup just sent a dm, thanks",@232657 Got it! Please watch for our reply very soon. Thanks for reaching out. We got your back.
"fuck you @AppleSupport, I updated my fucking phone’s software and it keeps restarting every 15 fucking seconds","@232657 Hey. We feel your pain. Help is here! 
Let's get this fixed together. Please tap here to meet us in a DM and we'll get started: https://t.co/GDrqU22YpT"
"@AppleSupport i requested a return and just never found the time to drop it off at a fedex, it’s been sitting in the box ready to ship","@232659 Please reach out to our Online Sales Team, they would love to assist: https://t.co/8yjRd1Xo0i"
@AppleSupport Got it - what if I only use a data only SIM after I take the old one out? Will it still remove my US # upon switching?,"@232660 Yes, the old phone number will still be removed. You will need to check with the carrier for any other details."
@AppleSupport I use iMessage now through a US based phone # number but will be out of the country using a different number/SIM for a few weeks will I still be able to send and receive through that US #? Or does that US number get removed as one of my aliases if I'm on a new #?,"@232660 Thanks for reaching out. When the SIM changes to a different number, the old number will be removed. You can still be reached using your Apple ID email address as well as the new number. Be sure to make a backup of your iPhone before you change the SIM."
"@AppleSupport It seems to be updating, but the screen is still that same problematic display",@232665 Please DM us with a bit of detail on what's going on with the screen and we'll continue working there. https://t.co/GDrqU22YpT
I always have this issue I cannot connect to the iTunes Store with my Apple ID but when I use my sister ID in my iphone i can access to the iTunes Store so the issue is with my Apple ID not with my iphone device! @AppleSupport help please! https://t.co/QG97P0UUHL,@153617 We'd be happy to continue looking into this with you. DM us and we'll go from there. https://t.co/GDrqU22YpT
"@AppleSupport Love the X.  Got the Mavic because sold in stores it has been tested, however, new phones are not working with it.  Any word on when that might be resolved?  The Mavic Pro and pro platinum have been unable to fly for about 2 weeks.",@232666 Congratulations on the iPhone X. We'd like to look into this issue with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT
@AppleSupport All. Snytime i open message,"@232667 Got it. Do you use iCloud to store your contacts? If so, can you try going to https://t.co/9bUADNIlYp from a computer to see if your contacts appear correctly there? Keep us posted."
@AppleSupport I dont,@232667 Are you able to send messages from within the Contacts app?
@AppleSupport Ues i am let me try a screenshot,"@232667 Which model do you have and what's the exact iOS version number installed?

Have you tried any steps since this started to occur? Let us know in DM. https://t.co/GDrqU2kzhr"
@AppleSupport there’s a bug in the latest release of iPhone software I’m trying to send a text message to a phone number and it’s pulling up everything but the person‘s phone number it’s pulling up group IDs it’s pulling up email addresses do a better job on quality control.,@232667 We want to help. Is this happening with all of your contacts or just certain ones?
@115858 Store are a mess at least in Miami. We have to go through 5 people to whatever you want to do. Least to do a Row in the middle of the hallway of the mall to return a #iPhoneX . Best Buy customer service is better. @AppleSupport,"@232668 We'd like to look into this with you. To do that, please share with us in DM when you visited that location. https://t.co/GDrqU22YpT"
@AppleSupport The message varies too. Sometimes it says Charter. Those are the folks that provide my internet.,"@232669 Thanks for getting in touch with us about the pop-up ads you see in Safari! We understand your concern, but your iPad isn't infected with a virus. This link will help you with those pop-ups: https://t.co/qr0pQfKgYD"
@232672 @AppleSupport 30% battery consumption in approx one hour usage :’(,"@232670 Having your iPhone working great is expected and we're happy to look into your battery concerns, Please DM us your model iPhone and the iOS version installed. This is located in Settings &gt; General &gt; About."
"iOS 11 on iPhone 6:
Can't dismiss notifications
Can't pull down notification center
Glitches when rotating screen
Apps freeze
Can't close apps
Can't shut down
Lags
Unresponsive keyboard
Word prediction before I finish typing

@AppleSupport",@232673 We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT
Proofreading @232675 @AppleSupport https://t.co/06gFy6vCVm,"@232674 Hello Eric, we'd be happy to look into this with you. DM us and we'll get started there. https://t.co/GDrqU22YpT"
"@AppleSupport, why is System taking up nearly half the storage on my meager old phone? It is a good phone. Why subject it to this extreme burden? https://t.co/mmA7HfX8ov",@232676 We want to help with the storage on your iPhone. Let us know in DM the exact iOS version your iPhone is running now: https://t.co/GDrqU22YpT
"I never knew how my phone important to me until it stuck in a loop on the Apple logo screen for 34H &amp; I tried all the solutions but it would not come back on.Don’t update Ur device to IOS 11.1.1 Dear @AppleSupport you need to seriously fix your system !
#Apple #IOS#IOS11",@232678 We don't like to hear your iPhone isn't working properly for you! Let's look into what's going on. Reach out to us in Direct Message and let us know what steps you've tried. https://t.co/GDrqU22YpT
"@AppleSupport Same results after restart (with reopen windows selected). Closing @115777 Illustrator fixed the issue. I was connected to an external cinema display, and after disconnecting it looks like the Illustrator window was mostly off-screen, which I believe could have caused this issue.",@232680 Excellent! We're glad it is working for you. Feel free to reach out again if we can assist further. Have a great day!
@AppleSupport What's going on here? 🔎 #honeyishrunkthewindows https://t.co/rU6auCcrW5,@232680 We are here to help. Let's take a look at this for you.  If you restart the device does the issue remain?
@AppleSupport can you fix this I.T dilemma?,@232681 We're here to help. DM us and let us know which iOS version you're running. We'll go from there. https://t.co/GDrqU22YpT
@AppleSupport will the Series 3 watch be damaged in salt water?,@232682 The Apple Watch Series 3 may be used for shallow-water activities like swimming in a pool or ocean. https://t.co/jD4ilgjPHG
@AppleSupport I meant https://t.co/Qvpt9LaVHi...the device is kind of irrelevant? Accessing it from a MacBook.,"@233063 If you're experiencing issues with selecting iCloud Photos, please reach out to our Photos experts here:  https://t.co/IBIY3vMgPj They can take a look into this with you."
"@AppleSupport Thanks but it's not an issue, it's simply a flaw on the website. You used to be able to select multiple images by dragging the curser and now you can't. It's as simple as that. And 200,000 people are also asking the same question. Can you escalate this?",@233063 We do recognize the value in you wanting the feature back. Please let our engineers know by visiting this link and letting your voice be heard: https://t.co/eTPVYVFyd8
@115858 @AppleSupport WHY do you make it so difficult to select several photos on https://t.co/zmFFIr9f79? Is there a fix coming soon? It was fine 1* year ago.. 😰😰,@233063 Hello there. What type of device are you viewing your photos in the iCloud on? Let us know and we'll check your options to make this as convenient as possible.
@AppleSupport That didn’t help. The device I’m not discovering is a Taylor Bluetooth scale. Are you aware of compatibility issues?,@233065 Is the scale being discovered by other devices? Let us know in DM: https://t.co/GDrqU22YpT
@AppleSupport I’m having Bluetooth issues with my iPhone X. Some Bluetooth devices are not discovered. This is in close proximity.,@233065 Let's figure this out so you can enjoy your bluetooth devices with your iPhone X. Check out this link and let us know if it helps: https://t.co/JMbUWh4fsj
@AppleSupport You guys also promised me a gift last time.  Check the history it’s there.  Yet I never received the gift. Instead I received a broken phone.  Salute to y’all,@233066 We'd like to look into this. DM us the details and we'll go from there. https://t.co/GDrqU22YpT
My phone has restarted 5 times in the laat 10 mins. Whats wrong @AppleSupport,"@233067 We understand the concern over your device restarting unexpectedly and we're happy to help. 

Send us a DM with the version of iOS you're currently on and we'll get started. https://t.co/GDrqU22YpT"
@115858 @AppleSupport I can live with the fact that batteries sooner or later will die. But I don’t believe it’s normal for batteries to expand like this. Please help me. I went to the store and they removed the battery out of safety. https://t.co/rqif71gJD9,@233068 Thanks for bringing this to our attention. DM us with the model and year of your MacBook so we can look into this with you. https://t.co/GDrqU22YpT
"@AppleSupport MacBook Pro (Retina, 13-inch, Mid 2014) Sierra 10.13.1","@233071 If you boot to safe mode, does the same issue occur? Find how to enter safe mode here: https://t.co/PQ4LSYhUTY"
@AppleSupport Tried in safe mode — still black pdf.,@233071 Do you anyone with Safari in High Sierra who is able to open this PDF?
@AppleSupport Yes — just used my hubby’s MacPro and it worked.,"@233071 That's definitely good information to help isolate the issue. 

To help determine if the issue is just with this specific file on your computer, are you able to open other PDF files on your computer successfully, or does the same issue occur with other files as well?"
@AppleSupport Your update now doesn’t permit Safari to open .pdfs. Just black.  Need to move to Chrome to open. Help &amp; fix Safari.,"@233071 We'll be happy to provide you with our recommendations on how to proceed. First, which device model and operating system are you using?"
@AppleSupport please send diagnostic test request to check out my battery health. I’ve provided all info through DM but am still waiting...,@233072 Let's continue to work in DM. Be on the lookout for our response.
@AppleSupport .Sometimes statusbar items get disappear https://t.co/aCuN7HI8C4,"@233073 You need to see your status bar, so let’s figure out what is happening there.  When did this start?  Which iOS version are you running?  You can check under Settings &gt; General &gt; About."
@AppleSupport I updated my iphone 6s to ios 11.1.2 but every one minute the phone turns black and lock screen appears. Please help.,@233074 Updating is always a great step. Let's get to the bottom of what's happening. Are you seeing anything else on the display when this happens? A spinning gear or Apple logo? Please send us a DM. https://t.co/GDrqU22YpT
@AppleSupport I can't sign into https://t.co/mnaWejo8dK from Google Chrome Version 62.0.3202.94 (Official Build) (64-bit) on a Windows 10 PC. HALP!,@233075 We want to be sure you can access https://t.co/tmRhWEkIq4 with no issues. Let's get some details. What happens when you try to sign in?
@AppleSupport nice job 😞 https://t.co/6y8VSR5KtS,"@233076 That doesn't look right. We'll be happy to look into this with you. Have you tried restarting the device? If not, let's give that a try. Can you DM us the exact version of iOS running? https://t.co/GDrqU22YpT"
"@AppleSupport 5 voicemails and this blank screen.  Plus super sticky, can’t navigate between the different buttons on the bottom.  Also crashes every so often https://t.co/eWeaMEzTy0","@233077 Great screenshot and additional information. Please send us a DM telling us which iPhone you have, the iOS version it's running, and the country you're located in. Also, let us know if there's any change after restarting with these steps: https://t.co/OWRDHXa3VP https://t.co/GDrqU2kzhr"
@AppleSupport Thanks guys. Was out coaching kids. Went out on a full charge. Phone in pocket. 1hr 30min. Good job I didn't need it to phone a parent who had forgotten kid because I checked the time and it was on 15% then my alarm for end of session took it 0%. #timeforanewphone,@150615 Meet us in DM and we can work together to get this resolved. https://t.co/GDrqU22YpT
"@AppleSupport My iphone X and my ipad pro don't connect via handoff.  Tried rebooting, turning WiFi and Bluetooth on and off - nothing.  Any ideas","@233078 Let's check into what's going on with both devices. Meet us in DM with the iOS version of both devices to get started, please. https://t.co/GDrqU22YpT"
@AppleSupport Was the downgrade recently desabled? I was able to do it a few weeks ago?,@233082 There's not a way to go backwards to an earlier version of iOS. We're glad to work with you on any issues you're having on the current iOS version. What's going on?
@AppleSupport Can I downgrade my iPhone 6s to iOS 10.3.3?,"@233082 There's not a way to downgrade the iOS. If you're having issues on the current iOS with your device, we're glad to assist."
"@AppleSupport I’m uploading videos from a sandisk sd card into iMovie however, the video will freeze at random moments after it’s been imported. How can I fix this?",@233084 Great question! We've got an awesome team of iMovie experts who'll be able to provide you with the best assistance. Reach out to them here: https://t.co/IBIY3vMgPj
"@AppleSupport I clean installed MacOS Hig Sierra on my MacBook Air, and now I do not get iCloud verification code even if I entered the correct mobile number.
What should I do now?","@233085 Hey there. We'd love to help out. Are you getting the verification code and it isn't working, or not receiving it at all? Please DM additional details, we'll meet you there. https://t.co/GDrqU22YpT"
@AppleSupport I sent it,"@233086 Great! We've received your DM, and will continue working there."
@AppleSupport hallo can you help I have a data card in my mobile and yet someone could call me (anonymous number).,@233086 Thanks for reaching out. We're happy to see what we can do to assist. Send us a DM with the country you're located in and we'll get started. https://t.co/GDrqU22YpT
Please fix the “I.t” problem @AppleSupport @115858,"@233534 Thanks so much for reaching out! We'd be happy to look into this with you. To start, DM us which device and software version you're seeing this issue on, and we'll continue from there. https://t.co/GDrqU22YpT"
"@AppleSupport I'm trying to setup a password for my phone mail client and have so far been locked out of my account and logged out because of ""time outs"" about every 20 seconds!",@233535 We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from there. https://t.co/GDrqU2kzhr
"@AppleSupport Hang on, I inadvertently hit change store on a pop up as an app wasn’t available in the UK and now I can’t change back just as easy? I need to cancel my subscription? It only renewed today so a month with no Apple Music? You’re kidding?!",@233536 We'd recommend reaching out to our iTunes Store team directly for additional help. Click here to get started with them: https://t.co/SDIe7UiyJN
@AppleSupport And now my less than 2 week old iPhone X is crashing every two minutes. Literally! What’s going on?!,"@233536 Thanks for reaching out! The other person is right that you should update your iPhone to iOS 11.2, but you can follow these steps to get it updated without using your computer: https://t.co/osZOKKTalm Make sure to back up first."
"@AppleSupport I’ve inadvertently changed to the US store in AppStore now when I try to change it back in settings, I’m told to cancel my Apple Mysic subscription? Help!",@233536 We'd love to help you with this. You will need to cancel your subscription and wait for it to run out in order to switch the country back as per this article: https://t.co/usOJWy6ChP
